# verticals
slug,name,category,category_name_sr,pricing_tier,market_index,market_intensity,tam_estimate_usd,competition_score,primary_deliverable_id,vertical_package_client_eur,primary_deliverable_client_eur,resource_cost_eur,owner_net_vertical_package_eur,owner_net_primary_eur,owner_net_after_quality_eur,has_page,has_outreach,href
marketing-google-ads,Google Ads (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-google-ads
marketing-growth-marketing,Growth Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-growth-marketing
marketing-influencer-marketing,Influencer Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-influencer-marketing
marketing-instagram-ads,Instagram Ads (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-instagram-ads
marketing-keyword-research,Keyword Research (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-keyword-research
marketing-link-building,Link Building (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-link-building
marketing-linkedin-ads,Linkedin Ads (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-linkedin-ads
marketing-local-seo,Local Seo (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-local-seo
marketing-market-research,Market Research (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-market-research
marketing-marketing-analytics,Marketing Analytics (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-marketing-analytics
marketing-marketing-strategy,Marketing Strategy (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-marketing-strategy
marketing-meta-ads,Meta Ads (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-meta-ads
marketing-performance-marketing,Performance Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-performance-marketing
marketing-ppc-advertising,Ppc Advertising (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-ppc-advertising
marketing-product-marketing,Product Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-product-marketing
marketing-public-relations,Public Relations (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-public-relations
marketing-seo,Seo (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-seo
marketing-sms-marketing,Sms Marketing (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-sms-marketing
marketing-technical-seo,Technical Seo (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-technical-seo
marketing-tiktok-ads,Tiktok Ads (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-tiktok-ads
marketing-x-ads,X Ads (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-x-ads
marketing-youtube-ads,Youtube Ads (Marketing),marketing,Marketing,standard,1.1,65,135200,63,lead-gen-retainer,410,799,63,278,616,264,true,true,/solutions/marketing-youtube-ads
media-advertising,Advertising (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-advertising
media-animation,Animation (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-animation
media-content-marketing,Content Marketing (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-content-marketing
media-creative-studio,Creative Studio (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-creative-studio
media-event-media,Event Media (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-event-media
media-graphic-design,Graphic Design (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-graphic-design
media-influencer,Influencer (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-influencer
media-music-production,Music Production (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-music-production
media-news,News (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-news
media-photography,Photography (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-photography
media-podcast,Podcast (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-podcast
media-pr-agency,Pr Agency (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-pr-agency
media-production,Production (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-production
media-publishing,Publishing (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-publishing
media-social-media,Social Media (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-social-media
media-stock-media,Stock Media (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-stock-media
media-streaming,Streaming (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-streaming
media-translation,Translation (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-translation
media-video-agency,Video Agency (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-video-agency
media-voice-over,Voice Over (Media),media,Mediji,standard,1.05,52,116400,56,vertical-package,380,380,63,254,254,241,true,true,/solutions/media-voice-over
nonprofit-advocacy,Advocacy (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-advocacy
nonprofit-animal-rescue,Animal Rescue (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-animal-rescue
nonprofit-arts-npo,Arts Npo (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-arts-npo
nonprofit-charity,Charity (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-charity
nonprofit-community-center,Community Center (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-community-center
nonprofit-cultural-heritage,Cultural Heritage (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-cultural-heritage
nonprofit-disaster-relief,Disaster Relief (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-disaster-relief
nonprofit-education-npo,Education Npo (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-education-npo
nonprofit-environmental,Environmental (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-environmental
nonprofit-foundation,Foundation (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-foundation
nonprofit-health-npo,Health Npo (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-health-npo
nonprofit-humanitarian,Humanitarian (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-humanitarian
nonprofit-micro-grant,Micro Grant (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-micro-grant
nonprofit-ngo,Ngo (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-ngo
nonprofit-religious-org,Religious Org (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-religious-org
nonprofit-research-npo,Research Npo (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-research-npo
nonprofit-senior-care-npo,Senior Care Npo (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-senior-care-npo
nonprofit-sports-npo,Sports Npo (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-sports-npo
nonprofit-volunteer-network,Volunteer Network (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-volunteer-network
nonprofit-youth-program,Youth Program (Nonprofit),nonprofit,Neprofitne org.,nonprofit,0.72,40,105200,50,vertical-package,150,150,63,70,70,67,true,true,/solutions/nonprofit-youth-program
pets-aquarium-services,Aquarium Services (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-aquarium-services
pets-exotic-pets,Exotic Pets (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-exotic-pets
pets-mobile-vet,Mobile Vet (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-mobile-vet
pets-pet-boarding,Pet Boarding (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-boarding
pets-pet-breeding,Pet Breeding (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-breeding
pets-pet-daycare,Pet Daycare (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-daycare
pets-pet-events,Pet Events (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-events
pets-pet-funeral,Pet Funeral (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-funeral
pets-pet-grooming,Pet Grooming (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-grooming
pets-pet-insurance,Pet Insurance (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-insurance
pets-pet-nutrition,Pet Nutrition (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-nutrition
pets-pet-photography,Pet Photography (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-photography
pets-pet-rental,Pet Rental (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-rental
pets-pet-rescue,Pet Rescue (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-rescue
pets-pet-sitting,Pet Sitting (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-sitting
pets-pet-supplies,Pet Supplies (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-supplies
pets-pet-tech,Pet Tech (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-tech
pets-pet-training,Pet Training (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-training
pets-pet-transport,Pet Transport (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-transport
pets-pet-walking,Pet Walking (Pets),pets,Pet industrija,budget,0.88,44,106000,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/pets-pet-walking
photography-ai-image-enhancement,Ai Image Enhancement (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-ai-image-enhancement
photography-background-removal,Background Removal (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-background-removal
photography-beauty-retouching,Beauty Retouching (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-beauty-retouching
photography-color-correction,Color Correction (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-color-correction
photography-commercial-photo-editing,Commercial Photo Editing (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-commercial-photo-editing
photography-fashion-photo-editing,Fashion Photo Editing (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-fashion-photo-editing
photography-image-restoration,Image Restoration (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-image-restoration
photography-photo-editing,Photo Editing (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-photo-editing
photography-photo-manipulation,Photo Manipulation (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-photo-manipulation
photography-product-photo-editing,Product Photo Editing (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-product-photo-editing
photography-product-photography-editing,Product Photography Editing (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-product-photography-editing
photography-real-estate-photo-editing,Real Estate Photo Editing (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-real-estate-photo-editing
photography-retouching,Retouching (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-retouching
photography-wedding-photo-editing,Wedding Photo Editing (Photography),photography,Fotografija,budget,0.9,45,112800,53,landing,240,1192,63,142,888,135,true,true,/solutions/photography-wedding-photo-editing
product-project-management-agile-coaching,Agile Coaching (Product & Project Management),product_project_management,Proizvod & projekti,premium,1.22,57,139200,59,workflow-design,603,2660,63,432,2023,410,true,true,/solutions/product-project-management-agile-coaching
product-project-management-product-management,Product Management (Product & Project Management),product_project_management,Proizvod & projekti,premium,1.22,57,139200,59,workflow-design,603,2660,63,432,2023,410,true,true,/solutions/product-project-management-product-management
product-project-management-program-management,Program Management (Product & Project Management),product_project_management,Proizvod & projekti,premium,1.22,57,139200,59,workflow-design,603,2660,63,432,2023,410,true,true,/solutions/product-project-management-program-management
product-project-management-project-management,Project Management (Product & Project Management),product_project_management,Proizvod & projekti,premium,1.22,57,139200,59,workflow-design,603,2660,63,432,2023,410,true,true,/solutions/product-project-management-project-management
product-project-management-scrum-master,Scrum Master (Product & Project Management),product_project_management,Proizvod & projekti,premium,1.22,57,139200,59,workflow-design,603,2660,63,432,2023,410,true,true,/solutions/product-project-management-scrum-master
professional-business-broker,Business Broker (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-business-broker
professional-call-center,Call Center (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-call-center
professional-cleaning-services,Cleaning Services (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-cleaning-services
professional-coaching,Coaching (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-coaching
professional-consulting,Consulting (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-consulting
professional-coworking-pro,Coworking Pro (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-coworking-pro
professional-data-entry,Data Entry (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-data-entry
professional-event-planning,Event Planning (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-event-planning
professional-executive-search,Executive Search (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-executive-search
professional-facility-mgmt,Facility Mgmt (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-facility-mgmt
professional-franchise,Franchise (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-franchise
professional-hr-services,Hr Services (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-hr-services
professional-marketing-agency,Marketing Agency (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-marketing-agency
professional-project-management,Project Management (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-project-management
professional-recruitment,Recruitment (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-recruitment
professional-research-firm,Research Firm (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-research-firm
professional-security-services,Security Services (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-security-services
professional-seo-agency,Seo Agency (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-seo-agency
professional-translation-pro,Translation Pro (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-translation-pro
professional-virtual-assistant-pro,Virtual Assistant Pro (Professional),professional,Profesionalne usluge,standard,1.15,52,122000,56,vertical-package,416,416,63,282,282,268,true,true,/solutions/professional-virtual-assistant-pro
real-estate-agency,Agency (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-agency
real-estate-appraisal,Appraisal (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-appraisal
real-estate-brokerage,Brokerage (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-brokerage
real-estate-cleaning-re,Cleaning Re (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-cleaning-re
real-estate-commercial-re,Commercial Re (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-commercial-re
real-estate-coworking,Coworking (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-coworking
real-estate-development,Development (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-development
real-estate-facilities,Facilities (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-facilities
real-estate-hoa-management,Hoa Management (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-hoa-management
real-estate-industrial-re,Industrial Re (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-industrial-re
real-estate-land-sales,Land Sales (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-land-sales
real-estate-mortgage-broker-re,Mortgage Broker Re (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-mortgage-broker-re
real-estate-property-management,Property Management (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-property-management
real-estate-property-tech,Property Tech (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-property-tech
real-estate-reit,Reit (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-reit
real-estate-services-property-research,Property Research (Real Estate Services),real_estate_services,Nekretnine usluge,premium,1.2,58,135600,59,lead-gen-retainer,595,1160,63,426,905,405,true,true,/solutions/real-estate-services-property-research
real-estate-services-real-estate-crm-management,Real Estate Crm Management (Real Estate Services),real_estate_services,Nekretnine usluge,premium,1.2,58,135600,59,lead-gen-retainer,595,1160,63,426,905,405,true,true,/solutions/real-estate-services-real-estate-crm-management
real-estate-services-real-estate-lead-generation,Real Estate Lead Generation (Real Estate Services),real_estate_services,Nekretnine usluge,premium,1.2,58,135600,59,lead-gen-retainer,595,1160,63,426,905,405,true,true,/solutions/real-estate-services-real-estate-lead-generation
real-estate-services-real-estate-va,Real Estate Va (Real Estate Services),real_estate_services,Nekretnine usluge,premium,1.2,58,135600,59,lead-gen-retainer,595,1160,63,426,905,405,true,true,/solutions/real-estate-services-real-estate-va
real-estate-smart-building,Smart Building (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-smart-building
real-estate-staging,Staging (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-staging
real-estate-storage-units,Storage Units (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-storage-units
real-estate-tenant-screening,Tenant Screening (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-tenant-screening
real-estate-vacation-rental,Vacation Rental (Real Estate),real-estate,Nekretnine,premium,1.2,58,128400,59,vertical-package,595,595,63,426,426,405,true,true,/solutions/real-estate-vacation-rental
retail-automotive-parts,Automotive Parts (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-automotive-parts
retail-bookstore,Bookstore (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-bookstore
retail-cosmetics,Cosmetics (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-cosmetics
retail-ecommerce,Ecommerce (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-ecommerce
retail-electronics,Electronics (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-electronics
retail-fashion,Fashion (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-fashion
retail-florist,Florist (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-florist
retail-furniture,Furniture (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-furniture
retail-gift-shop,Gift Shop (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-gift-shop
retail-grocery,Grocery (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-grocery
retail-hardware,Hardware (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-hardware
retail-jewelry,Jewelry (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-jewelry
retail-luxury,Luxury (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-luxury
retail-marketplace,Marketplace (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-marketplace
retail-outlet,Outlet (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-outlet
retail-pet-store,Pet Store (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-pet-store
retail-pop-up,Pop Up (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-pop-up
retail-sports-goods,Sports Goods (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-sports-goods
retail-thrift,Thrift (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-thrift
retail-toys,Toys (Retail),retail,Maloprodaja,budget,0.88,44,107600,52,vertical-package,232,232,63,135,135,128,true,true,/solutions/retail-toys
sales-account-management,Account Management (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-account-management
